frame,id,class,x1,y1,x2,y2,conf,cx,cy,area
13,135,2,218.01042,441.0951,273.06207,494.05984,0.954766035079956,245.5362548828125,467.57745361328125,2915.797
13,136,3,288.78067,189.18892,346.3676,257.01553,0.8676652312278748,317.57415771484375,223.10223388671875,3905.9275
13,137,3,230.3087,387.58566,286.8474,440.0197,0.9402450919151306,258.57806396484375,413.80267333984375,2964.5537
13,138,2,232.17328,544.74677,286.28137,609.99347,0.934585452079773,259.2273254394531,577.3701171875,3530.3748
14,135,2,217.8936,442.89154,273.54312,497.80713,0.9459877610206604,245.71835327148438,470.3493347167969,3056.0261
14,136,3,293.2568,191.91396,350.02682,258.76837,0.8878868222236633,321.6418151855469,225.34115600585938,3795.3264
14,137,3,231.29428,392.22034,287.06763,441.84164,0.9516141414642334,259.18096923828125,417.031005859375,2767.5464
14,138,2,231.52602,542.3548,284.84976,608.36273,0.8801570534706116,258.1878967285156,575.3587646484375,3519.7903
15,135,2,219.1553,446.63614,274.24057,499.84497,0.947087287902832,246.69793701171875,473.24053955078125,2931.0227
15,136,3,296.34158,193.03355,353.1761,261.16022,0.8808799386024475,324.75885009765625,227.09689331054688,3871.945
15,137,3,231.53122,395.2608,288.2285,446.76675,0.9612714052200317,259.8798522949219,421.0137939453125,2920.2466
15,138,2,229.82376,540.0339,283.0796,603.4132,0.9169414639472961,256.45166015625,571.7235107421875,3375.3188
16,135,2,220.70084,449.09354,275.00375,504.0696,0.9307928085327148,247.852294921875,476.5815734863281,2985.3613
16,136,3,297.39478,194.57738,355.2476,263.2768,0.9449370503425598,326.3211669921875,228.92709350585938,3974.4546
16,137,3,231.95744,398.9508,288.63135,449.63385,0.9475997686386108,260.2944030761719,424.2923278808594,2872.406
16,138,2,228.3288,537.65784,282.44614,600.8857,0.9331401586532593,255.38746643066406,569.271728515625,3421.7227
17,135,2,220.73663,454.2363,275.8016,507.4721,0.9264719486236572,248.2691192626953,480.85418701171875,2931.4285
17,136,3,298.7894,195.44647,356.44858,263.35333,0.9400098323822021,327.6189880371094,229.39990234375,3915.4539
17,137,3,232.91208,402.15964,289.43732,454.502,0.9167913794517517,261.1746826171875,428.330810546875,2958.6653
17,138,2,225.82251,536.2931,280.53964,600.2461,0.9341036081314087,253.1810760498047,568.2695922851562,3499.325
18,135,2,222.10628,457.0927,276.13586,510.79752,0.8909521698951721,249.12106323242188,483.94512939453125,2901.6484
18,136,3,298.9609,196.86288,356.5367,263.4948,0.9298409223556519,327.7488098144531,230.17884826660156,3836.387
18,137,3,234.13985,404.43106,289.86716,453.91827,0.9308414459228516,262.0035095214844,429.1746826171875,2757.7893
18,138,2,224.91231,534.2295,279.28946,597.9139,0.9050343036651611,252.10089111328125,566.0716552734375,3462.9756
19,135,2,222.92656,460.18466,275.97763,513.566,0.9163723587989807,249.45208740234375,486.87530517578125,2831.936
19,136,3,297.43973,197.45482,355.00983,262.7034,0.9566847681999207,326.22479248046875,230.0791015625,3756.3672
19,137,3,234.17825,408.45612,290.58276,460.39478,0.8596667051315308,262.3804931640625,434.4254455566406,2929.5747
19,138,2,223.45657,532.20996,278.211,592.3864,0.8674495220184326,250.8337860107422,562.2982177734375,3294.927
20,135,2,221.3262,462.16983,275.96017,514.9813,0.9516595005989075,248.6431884765625,488.5755615234375,2885.3015
20,136,3,295.6945,196.21815,352.99734,261.25955,0.9581140875816345,324.3459167480469,228.73886108398438,3727.0579
20,137,3,234.62114,411.10852,289.95264,460.52298,0.941725492477417,262.2868957519531,435.81573486328125,2734.176
20,138,2,223.30457,527.97174,277.95306,588.93207,0.8495374321937561,250.62881469726562,558.451904296875,3331.3904
21,135,2,220.5582,466.26807,275.46982,514.3781,0.9571481347084045,248.01400756835938,490.3230895996094,2641.8005
21,136,3,294.5582,195.28264,351.7097,260.57996,0.9376823902130127,323.1339416503906,227.93130493164062,3731.8389
21,137,3,233.27722,413.24463,289.23257,464.15793,0.8816255331039429,261.2548828125,438.7012939453125,2848.8716
21,138,2,224.83926,526.49445,278.7318,585.4742,0.7590393424034119,251.78553771972656,555.9843139648438,3178.5684
22,135,2,219.80278,467.7029,275.0605,517.396,0.9611339569091797,247.431640625,492.5494384765625,2745.9258
22,136,3,294.7683,195.89249,352.0207,260.91638,0.9412165880203247,323.3945007324219,228.40443420410156,3722.7727
22,137,3,232.73936,416.82556,288.84988,465.5105,0.9196110963821411,260.79461669921875,441.16802978515625,2731.737
22,138,2,225.864,521.0058,279.75262,579.74634,0.8577249050140381,252.80831909179688,550.3760986328125,3165.447
23,135,2,219.00638,468.00153,273.88364,517.63617,0.958747386932373,246.44500732421875,492.81884765625,2723.8132
23,136,3,294.84042,195.98433,352.0171,261.66473,0.9435670971870422,323.42877197265625,228.82452392578125,3755.3865
23,137,3,232.09949,417.58618,287.53528,467.67023,0.9617936015129089,259.8173828125,442.6282043457031,2776.4487
23,138,2,226.36302,518.23474,281.0347,576.3513,0.9058445692062378,253.6988525390625,547.2930297851562,3177.3308
24,135,2,217.26239,468.465,272.0495,519.19165,0.9644858837127686,244.65594482421875,493.82830810546875,2779.1667
24,136,3,295.70996,196.79546,353.81815,263.10715,0.9352713823318481,324.7640380859375,229.9512939453125,3853.252
24,137,3,231.40157,417.54214,286.46225,467.47687,0.9618138670921326,258.9319152832031,442.509521484375,2749.44
24,138,2,226.72061,517.95526,281.9598,577.0467,0.8899163603782654,254.3402099609375,547.5009765625,3264.163
25,135,2,216.7666,467.99402,271.4366,520.0945,0.9674368500709534,244.1016082763672,494.04425048828125,2848.333
25,136,3,297.8715,198.34267,356.50177,264.66467,0.9282655119895935,327.1866455078125,231.503662109375,3888.4778
25,137,3,230.48611,416.84927,284.85037,467.92905,0.9302823543548584,257.6682434082031,442.38916015625,2776.914
25,138,2,227.69972,517.67487,282.45526,577.4027,0.9292102456092834,255.07748413085938,547.538818359375,3270.4304
26,135,2,216.0515,467.36963,270.62558,519.8907,0.9623717069625854,243.33853149414062,493.6301574707031,2866.2883
26,136,3,300.8953,200.13078,359.37762,267.19666,0.8918062448501587,330.136474609375,233.66372680664062,3922.1685
26,137,3,228.8907,416.95157,283.46,467.5026,0.9317166209220886,256.17535400390625,442.2270812988281,2758.5337
26,138,2,229.28741,517.5629,283.53555,577.65576,0.9198849201202393,256.4114990234375,547.609375,3259.9243
27,135,2,214.59538,469.98236,269.24133,519.5392,0.949097752571106,241.91836547851562,494.7607727050781,2708.0798
27,136,3,303.32544,202.96179,363.24734,269.45193,0.9021828770637512,333.286376953125,236.2068634033203,3984.216
27,137,3,228.10529,416.76718,282.70145,467.94608,0.940441370010376,255.4033660888672,442.35662841796875,2794.1711
27,138,2,230.64267,516.63153,285.9176,577.3319,0.9303783774375916,258.2801513671875,546.981689453125,3355.2092
28,135,2,214.7239,468.57697,268.79788,522.77875,0.9512392282485962,241.76089477539062,495.6778564453125,2930.9058
28,136,3,306.45596,204.74413,365.71115,271.0967,0.8690371513366699,336.08355712890625,237.92041015625,3931.7349
28,137,3,226.77795,417.34784,281.6597,469.6775,0.921883225440979,254.2188262939453,443.5126647949219,2871.9426
28,138,2,231.99208,516.5771,287.52563,574.38806,0.8589494228363037,259.75885009765625,545.4825439453125,3210.449
29,135,2,213.83852,470.05255,268.3034,522.5958,0.9463183879852295,241.07095336914062,496.3241882324219,2861.7637
29,136,3,307.53592,204.79305,367.68063,271.68228,0.8531398773193359,337.6082763671875,238.2376708984375,4023.034
29,137,3,225.62228,418.30072,279.6662,470.1574,0.8652253150939941,252.6442413330078,444.22906494140625,2802.5386
29,138,2,233.37506,516.2235,287.77072,576.89825,0.9053649306297302,260.5728759765625,546.5609130859375,3300.4429
29,1,0,275.98468,489.39203,290.01065,502.78705,0.854668915271759,282.9976806640625,496.08953857421875,187.87814
30,135,2,213.66536,470.60654,268.8343,523.8711,0.935442328453064,241.24981689453125,497.23883056640625,2938.5486
30,136,3,307.27197,205.29161,367.66287,271.72092,0.8407196402549744,337.4674072265625,238.50625610351562,4011.7256
30,137,3,223.41653,418.4573,278.23224,470.63162,0.9222365021705627,250.8243865966797,444.5444641113281,2859.972
30,138,2,233.19963,516.10834,289.6102,578.6769,0.8626629710197449,261.4049072265625,547.392578125,3529.527
30,1,0,276.6816,492.1994,290.64374,506.06015,0.6960228681564331,283.66265869140625,499.1297607421875,193.52554
31,135,2,212.53984,470.30518,268.16443,525.0024,0.9109240770339966,240.35214233398438,497.6537780761719,3042.5095
31,136,3,307.2718,205.0609,367.6338,271.45844,0.8472442626953125,337.4527893066406,238.25967407226562,4007.8882
31,137,3,220.57416,418.1605,276.7233,469.59863,0.9578804969787598,248.6487274169922,443.87957763671875,2888.2073
31,138,2,235.85263,515.0373,290.59567,578.2448,0.8327235579490662,263.2241516113281,546.6410522460938,3460.1719
31,1,0,277.9507,495.37555,291.79095,509.26053,0.6699097752571106,284.870849609375,502.31805419921875,192.17145
32,135,2,211.81519,471.68326,268.26086,526.0229,0.933972954750061,240.03802490234375,498.85308837890625,3067.2373
32,136,3,306.72867,204.20572,367.5398,271.22772,0.8230002522468567,337.13421630859375,237.7167205810547,4075.6836
32,137,3,220.26102,418.25366,276.22366,467.58328,0.9705343842506409,248.24234008789062,442.91845703125,2760.6162
32,138,2,236.71146,515.65796,291.14307,575.4436,0.8481152653694153,263.92724609375,545.55078125,3254.229
32,1,0,278.30542,498.77588,292.43317,511.58417,0.678600549697876,285.3692932128906,505.1800231933594,180.95226
33,135,2,211.21295,471.47055,267.3275,527.02814,0.9234705567359924,239.27023315429688,499.24932861328125,3117.5896
33,136,3,306.61163,204.29985,367.7212,271.184,0.8528027534484863,337.1664123535156,237.74191284179688,4087.2603
33,137,3,219.94533,418.44748,275.72983,467.1266,0.9816739559173584,247.83758544921875,442.78704833984375,2715.5398
33,138,2,238.44005,514.79803,291.5679,574.0077,0.7604457139968872,265.00396728515625,544.40283203125,3145.682
33,1,0,278.97214,502.03232,293.41708,515.31287,0.5136563181877136,286.1946105957031,508.672607421875,191.8368
34,135,2,210.22484,472.10107,266.57513,527.179,0.937000572681427,238.39999389648438,499.6400451660156,3103.6584
34,136,3,306.66245,204.28119,367.63858,271.141,0.8728622794151306,337.1505126953125,237.71109008789062,4076.8523
34,137,3,220.00711,417.80652,275.5088,467.2796,0.9658898115158081,247.75794982910156,442.5430603027344,2745.839
34,138,2,239.05365,516.6002,292.02942,573.73883,0.7524240612983704,265.5415344238281,545.1695556640625,3026.962
34,1,0,280.13,505.327,294.40683,517.3616,0.5225937962532043,287.2684326171875,511.34429931640625,171.81554
35,135,2,209.48524,472.31235,265.97815,527.5714,0.9382602572441101,237.731689453125,499.94189453125,3121.745
35,136,3,306.42236,204.46657,367.92807,271.09476,0.8856261968612671,337.17523193359375,237.78067016601562,4098.0137
35,137,3,220.19302,417.53482,276.05417,467.13083,0.968130886554718,248.12359619140625,442.33282470703125,2770.4897
35,138,2,239.80869,516.61957,293.54584,572.8175,0.8046879768371582,266.67724609375,544.718505859375,3019.917
35,1,0,281.46503,506.28162,295.86517,518.51685,0.5276787877082825,288.66510009765625,512.3992309570312,176.1891
36,135,2,208.61237,472.81458,265.2686,527.1606,0.9352591037750244,236.9404754638672,499.9875793457031,3079.0393
36,136,3,306.04556,204.33865,367.79407,270.99454,0.8919382691383362,336.9197998046875,237.66659545898438,4115.9014
36,137,3,220.73523,416.28488,277.5205,466.1457,0.9684895277023315,249.12786865234375,441.21527099609375,2831.3599
36,138,2,240.00105,514.53394,294.5309,572.3899,0.8400335907936096,267.2659912109375,543.4619140625,3154.8774
37,135,2,209.1698,473.64835,265.4278,527.33655,0.9400981664657593,237.29879760742188,500.492431640625,3020.3906
37,136,3,305.27463,204.09343,368.03613,270.89664,0.8812876343727112,336.6553955078125,237.49502563476562,4192.67
37,137,3,224.70097,413.42355,280.529,464.84964,0.9440850019454956,252.614990234375,439.1365966796875,2871.0166
37,138,2,240.77151,513.17706,294.81186,572.1857,0.8534628748893738,267.79168701171875,542.681396484375,3188.8486
38,135,2,207.46362,473.99008,264.22516,528.01056,0.9290456771850586,235.84439086914062,501.00030517578125,3066.2852
38,136,3,305.69916,204.01085,367.41302,270.8205,0.8431481122970581,336.55609130859375,237.41567993164062,4123.0815
38,137,3,227.66508,411.4077,283.24277,463.41055,0.9100849628448486,255.45391845703125,437.40911865234375,2890.1973
38,138,2,240.94846,514.27625,295.152,571.9113,0.8276649713516235,268.05023193359375,543.09375,3124.0256
39,135,2,206.38301,474.50797,262.7045,527.9405,0.9316999316215515,234.54376220703125,501.2242431640625,3009.3994
39,136,3,306.2494,204.06268,367.2439,270.8316,0.848788857460022,336.74664306640625,237.4471435546875,4072.5374
39,137,3,232.31308,409.95078,288.18948,461.64224,0.9089576005935669,260.25128173828125,435.7965087890625,2888.3333
39,138,2,241.10814,514.0617,295.18564,571.5649,0.8356493711471558,268.1468811035156,542.8132934570312,3109.628
39,1,0,292.04727,506.09497,306.56097,519.6114,0.8181224465370178,299.30413818359375,512.8531494140625,196.17328
40,135,2,206.06836,474.73584,261.32748,528.7557,0.9450205564498901,233.6979217529297,501.7457580566406,2985.0889
40,136,3,306.8047,204.48383,367.14722,270.86118,0.8510046601295471,336.9759521484375,237.67250061035156,4005.3772
40,137,3,238.0231,406.98477,292.35522,459.32358,0.8692455291748047,265.18914794921875,433.1541748046875,2843.6785
40,138,2,241.12878,512.75226,294.77048,571.8996,0.7888126969337463,267.94964599609375,542.325927734375,3172.7634
40,1,0,294.24643,505.74258,309.6155,519.9492,0.7053303122520447,301.93096923828125,512.8458862304688,218.3429
40,141,1,65.90859,113.36649,478.91037,566.3337,0.7972713112831116,272.40948486328125,339.85009765625,187076.25
41,135,2,205.24728,474.04556,261.18195,529.0907,0.9447470903396606,233.21461486816406,501.568115234375,3078.9312
41,136,3,307.07257,204.64091,366.99954,270.88937,0.8548712730407715,337.03607177734375,237.76513671875,3970.0696
41,137,3,242.22794,403.83386,298.59943,456.5116,0.881610095500946,270.4136962890625,430.1727294921875,2969.5225
41,138,2,241.00636,512.1209,294.95526,572.03314,0.8094088435173035,267.9808044433594,542.0770263671875,3232.199
41,1,0,296.90106,506.72635,311.54367,519.82404,0.8255144357681274,304.22235107421875,513.2752075195312,191.7843
41,141,1,63.77411,112.93168,478.83044,565.0365,0.8079140782356262,271.3022766113281,338.9841003417969,187648.97
42,135,2,203.70523,475.46112,260.68842,529.67596,0.9551677703857422,232.1968231201172,502.56854248046875,3089.3345
42,136,3,307.109,204.2108,366.92184,270.817,0.8633597493171692,337.01544189453125,237.51388549804688,3983.9048
42,137,3,249.10918,401.11258,304.661,451.93265,0.8304716944694519,276.8851013183594,426.5226135253906,2823.148
42,141,1,61.030064,112.870285,478.64285,564.34235,0.804674506187439,269.8364562988281,338.6063232421875,188540.5
42,138,2,240.60504,512.8488,294.3762,571.7366,0.7348842620849609,267.4906005859375,542.292724609375,3166.4624
42,1,0,299.3843,506.34753,314.13736,520.0019,0.7084371447563171,306.7608337402344,513.1746826171875,201.44345
43,135,2,202.7586,476.23407,259.92346,529.90076,0.9724636077880859,231.34103393554688,503.0674133300781,3067.8484
43,136,3,307.90448,204.41219,366.90585,270.97522,0.8756364583969116,337.4051513671875,237.69369506835938,3927.3103
43,137,3,256.0927,396.89682,311.82428,450.48172,0.8767818808555603,283.95849609375,423.68927001953125,2986.3704
43,138,2,240.19374,513.2545,293.81497,572.0324,0.7385733127593994,267.0043640136719,542.6434326171875,3151.743
43,1,0,301.8155,506.31616,316.83154,520.2135,0.7694081664085388,309.3235168457031,513.2648315429688,208.68317
43,141,1,63.826534,113.19557,478.49866,564.19604,0.7825201153755188,271.16259765625,338.69580078125,187017.33
44,135,2,202.36227,475.93295,258.0577,530.696,0.978306233882904,230.20999145507812,503.314453125,3050.0508
44,136,3,309.62033,206.21982,369.00656,271.89148,0.9251270294189453,339.3134460449219,239.05564880371094,3899.9924
44,137,3,263.14542,394.42084,319.7185,447.35382,0.8681545257568359,291.43194580078125,420.8873291015625,2994.5825
44,1,0,303.78098,507.3659,318.50754,520.24054,0.8538171052932739,311.1442565917969,513.80322265625,189.5991
44,138,2,239.81708,513.5104,293.07364,572.29736,0.7351404428482056,266.44537353515625,542.9038696289062,3130.7927
44,141,1,65.65672,113.12824,478.5041,564.82416,0.781184196472168,272.0804138183594,338.9761962890625,186481.47
45,135,2,201.96951,475.94904,257.41928,531.7716,0.9720975756645203,229.69439697265625,503.8603210449219,3095.3486
45,136,3,311.218,207.9409,371.11078,274.1154,0.919485330581665,341.16436767578125,241.02813720703125,3963.3745
45,141,1,68.15678,112.848404,478.434,564.5045,0.8056009411811829,273.2953796386719,338.67645263671875,185304.22
45,137,3,270.60764,389.24814,327.5325,444.1571,0.6836804747581482,299.070068359375,416.70263671875,3125.6855
45,138,2,239.58092,513.00653,292.5179,572.3908,0.7244132161140442,266.0494079589844,542.6986694335938,3143.6252
45,1,0,306.53107,506.54703,320.61108,520.15173,0.6826843023300171,313.5710754394531,513.349365234375,191.55449
46,135,2,200.73267,477.1261,256.8582,533.34045,0.9688699841499329,228.79542541503906,505.2332763671875,3155.0598
46,136,3,314.02466,209.76233,374.35077,276.86002,0.9241266250610352,344.1877136230469,243.31117248535156,4047.7424
46,137,3,278.41174,386.87134,336.5536,441.0964,0.8688185214996338,307.482666015625,413.98388671875,3152.7456
46,141,1,64.31784,112.90769,478.75916,563.2673,0.8255813121795654,271.53851318359375,338.0874938964844,186647.62
46,138,2,238.9766,512.9226,292.023,572.31946,0.7198652029037476,265.49981689453125,542.6210327148438,3150.79
46,1,0,308.20984,506.59872,323.64084,520.4943,0.6644524931907654,315.92535400390625,513.5465087890625,214.42299
47,135,2,199.50584,477.97037,255.5377,533.11725,0.9516395926475525,227.5217742919922,505.5438232421875,3089.9824
47,137,3,286.77856,382.47052,346.0943,437.58005,0.9092885851860046,316.4364318847656,410.0252685546875,3268.862
47,138,2,237.61523,513.5454,291.767,572.59674,0.8349233269691467,264.69110107421875,543.071044921875,3197.7336
47,1,0,310.50156,507.61096,325.2922,519.8225,0.8059637546539307,317.8968811035156,513.7167358398438,180.61673
47,141,1,67.04576,112.693184,478.62445,563.8584,0.8375145196914673,272.8351135253906,338.2757873535156,185689.98
47,136,3,316.78302,212.04028,376.8372,279.3512,0.7227246761322021,346.81011962890625,245.69573974609375,4042.301
48,135,2,198.35532,478.7129,254.86476,533.49854,0.9339752793312073,226.61004638671875,506.105712890625,3095.9065
48,137,3,295.16528,380.71545,354.2254,434.4843,0.8963428139686584,324.6953430175781,407.5998840332031,3175.5952
48,138,2,237.13542,513.6233,291.64185,572.7542,0.8651852011680603,264.3886413574219,543.188720703125,3223.0151
48,141,1,70.2747,112.89602,478.47156,564.1498,0.815827488899231,274.3731384277344,338.52288818359375,184200.38
48,136,3,318.397,215.35347,378.9408,280.7205,0.768282949924469,348.66888427734375,248.0369873046875,3957.5674
48,1,0,312.6228,506.88458,327.13293,520.6765,0.6464885473251343,319.87786865234375,513.780517578125,200.12274
49,135,2,198.16031,478.9164,254.39899,533.79364,0.9186840653419495,226.27964782714844,506.35504150390625,3086.2227
49,138,2,236.52818,514.0632,290.9223,573.44934,0.8456123471260071,263.7252502441406,543.7562255859375,3230.2583
49,141,1,73.30597,112.90851,478.46634,564.3125,0.8264796137809753,275.88616943359375,338.6105041503906,182891.02
49,136,3,319.74722,216.72798,380.13812,281.37192,0.7572851181030273,349.94268798828125,249.04995727539062,3903.9055
49,137,3,303.97552,375.62607,362.22717,430.9152,0.7799089550971985,333.1013488769531,403.2706298828125,3220.6826
49,1,0,314.31467,507.4225,329.26196,520.9884,0.6633050441741943,321.788330078125,514.2054443359375,202.77379
50,135,2,196.53627,479.30713,254.63167,536.3877,0.8934402465820312,225.58396911621094,507.847412109375,3316.1182
50,136,3,319.1749,218.83612,379.61932,281.55545,0.854475736618042,349.3970947265625,250.19578552246094,3791.034
50,137,3,311.60184,373.46423,372.13162,428.81876,0.9141441583633423,341.8667297363281,401.1414794921875,3350.5974
50,138,2,236.04091,513.9906,290.11496,574.0146,0.8465659022331238,263.07794189453125,544.0025634765625,3245.7402
50,1,0,315.92914,507.86002,331.2743,521.39496,0.8117977380752563,323.6017150878906,514.6275024414062,207.69577
50,141,1,73.49694,113.20866,478.6187,565.02576,0.8263685703277588,276.0578308105469,339.1172180175781,183040.94
51,135,2,195.69507,479.7175,254.23813,537.2875,0.8868657946586609,224.9665985107422,508.50250244140625,3370.3225
51,136,3,318.10214,219.05708,378.13605,282.51215,0.8294669389724731,348.11907958984375,250.78460693359375,3809.4553
51,137,3,320.2637,371.20325,381.86053,426.9129,0.8765574097633362,351.0621337890625,399.0580749511719,3431.5383
51,138,2,235.80746,513.8857,289.60608,574.49133,0.8500862717628479,262.706787109375,544.1884765625,3260.5
51,1,0,318.01605,508.51233,332.97336,521.48553,0.846697211265564,325.49468994140625,514.9989013671875,194.0442
51,141,1,71.4123,113.00521,478.74994,564.4498,0.822462797164917,275.08111572265625,338.7275085449219,183890.39
52,135,2,195.6165,479.96872,253.14621,537.85645,0.8810650706291199,224.38134765625,508.91259765625,3330.264
52,136,3,317.17615,218.32802,376.54965,282.62024,0.8494389653205872,346.8629150390625,250.47412109375,3817.2544
52,137,3,327.6063,368.8535,389.84988,424.65518,0.8930361270904541,358.72808837890625,396.75433349609375,3473.298
52,138,2,235.66173,514.0015,288.47934,574.885,0.8737371563911438,262.0705261230469,544.4432373046875,3215.7202
52,141,1,63.82543,113.13525,478.8859,564.40173,0.8315218091011047,271.35565185546875,338.76849365234375,187302.88
52,1,0,319.98727,507.88727,334.46298,521.8593,0.6588296294212341,327.2251281738281,514.873291015625,202.25526
53,135,2,195.15604,480.3547,252.58862,537.80865,0.843342661857605,223.87232971191406,509.0816650390625,3299.729
53,136,3,316.77866,218.6556,376.54486,282.8595,0.8760467171669006,346.6617431640625,250.75753784179688,3837.2236
53,137,3,333.01562,367.1241,396.66547,423.14993,0.873873233795166,364.8405456542969,395.13702392578125,3566.0344
53,138,2,235.4548,513.8839,287.9108,574.8944,0.8971542716026306,261.68280029296875,544.38916015625,3200.3662
53,141,1,63.279747,112.97426,478.77414,564.36884,0.8397163152694702,271.0269470214844,338.6715393066406,187551.92
53,1,0,321.7482,508.3796,336.47485,522.1527,0.7453933358192444,329.11151123046875,515.2661743164062,202.83171
54,136,3,315.2131,219.15965,375.74274,282.46188,0.8649192452430725,345.4779052734375,250.81076049804688,3831.661
54,137,3,338.15884,365.9972,402.31158,421.12802,0.9431719183921814,370.2352294921875,393.5626220703125,3536.7937
54,138,2,234.8319,513.9667,287.65497,574.7603,0.8802249431610107,261.2434387207031,544.363525390625,3211.307
54,141,1,65.42488,113.00228,478.98752,565.4666,0.8445531725883484,272.2062072753906,339.23443603515625,187122.33
54,135,2,195.06865,480.75143,250.81258,538.2866,0.737877607345581,222.94061279296875,509.51904296875,3207.2373
